GKZ,Name,Wahlberechtigte,abgegeben,gültig,ungültig,spoe,oevp,fpoe,gruene,frank,neos,bzoe,kpoe,pirat,cpoe,wandl,slp,euaus,m
G31509,Golling an der Erlauf,1221,860,845,15,445,58,204,51,39,15,19,10,4,0,0,0,0,0
G31511,Hofamt Priel,1378,1075,1046,29,312,394,162,86,37,23,25,2,5,0,0,0,0,0
G31513,Hürm,1412,1022,1001,21,114,548,172,64,31,26,29,7,10,0,0,0,0,0
G31514,Kilb,2063,1581,1529,52,237,672,261,160,77,56,43,12,11,0,0,0,0,0
G31515,Kirnberg an der Mank,826,694,673,21,59,390,104,49,24,22,18,4,3,0,0,0,0,0
G31516,Klein-Pöchlarn,809,590,579,11,249,137,99,39,23,6,16,2,8,0,0,0,0,0
G31517,Krummnußbaum,1167,850,830,20,303,245,126,65,42,14,26,4,5,0,0,0,0,0
G31519,Leiben,1098,778,761,17,311,206,138,43,16,18,16,8,5,0,0,0,0,0
G31520,Loosdorf,3059,2165,2111,54,771,415,528,153,98,77,49,12,8,0,0,0,0,0
G31521,Mank,2509,1837,1788,49,256,797,330,211,75,49,49,8,13,0,0,0,0,0
G31522,Marbach an der Donau,1333,939,921,18,407,212,145,43,46,30,21,3,14,0,0,0,0,0
G31523,Maria Taferl,714,567,563,4,158,217,97,38,17,17,9,9,1,0,0,0,0,0
G31524,Melk,4122,2902,2849,53,632,946,548,376,106,128,78,11,24,0,0,0,0,0
G31525,Münichreith-Laimbach,1378,1031,995,36,343,349,178,41,37,20,17,3,7,0,0,0,0,0
G31527,Neumarkt an der Ybbs,1480,1068,1050,18,351,262,229,82,49,33,32,6,6,0,0,0,0,0
G31528,Nöchling,832,642,638,4,132,374,66,31,16,9,8,2,0,0,0,0,0,0
G31530,Persenbeug-Gottsdorf,1868,1310,1282,28,560,236,239,104,54,41,26,15,7,0,0,0,0,0
G31531,Petzenkirchen,1035,750,731,19,299,149,163,52,32,12,19,1,4,0,0,0,0,0
G31533,Pöchlarn,3051,1963,1922,41,640,443,423,180,77,71,67,15,6,0,0,0,0,0
G31534,Pöggstall,2078,1471,1432,39,320,614,276,72,71,35,28,5,11,0,0,0,0,0
G31535,Raxendorf,878,671,656,15,152,342,95,14,24,9,14,1,5,0,0,0,0,0
G31537,Ruprechtshofen,1832,1407,1356,51,148,593,376,115,43,37,27,8,9,0,0,0,0,0
G31539,St. Leonhard am Forst,2548,1893,1841,52,289,708,483,163,70,64,40,9,15,0,0,0,0,0
G31540,St. Martin-Karlsbach,1437,1099,1072,27,341,356,187,78,44,34,19,8,5,0,0,0,0,0
G31541,St. Oswald,884,652,632,20,143,364,62,18,14,7,14,8,2,0,0,0,0,0
G31542,Schönbühel-Aggsbach,873,644,628,16,150,199,138,43,29,29,26,4,10,0,0,0,0,0
G31543,Schollach,771,625,617,8,160,232,142,51,14,8,7,3,0,0,0,0,0,0
G31546,Weiten,889,614,597,17,123,320,79,20,22,11,11,3,8,0,0,0,0,0
G31549,Ybbs an der Donau,4332,3027,2956,71,1257,568,584,211,133,83,75,17,28,0,0,0,0,0
G31550,Zelking-Matzleinsdorf,1019,809,796,13,198,316,117,65,26,34,27,2,11,0,0,0,0,0
G31551,Texingtal,1276,1011,976,35,117,564,118,76,40,22,28,3,8,0,0,0,0,0
G31552,Yspertal,1507,1134,1109,25,351,422,182,51,34,24,37,2,6,0,0,0,0,0
G31553,Emmersdorf an der Donau,1427,1047,1023,24,277,365,158,101,43,38,22,6,13,0,0,0,0,0
G31601,Altlichtenwarth,629,445,434,11,112,193,78,14,18,5,6,5,3,0,0,0,0,0
G31603,Asparn an der Zaya,1410,1086,1065,21,301,388,196,68,42,34,22,8,6,0,0,0,0,0
G31604,Bernhardsthal,1374,1037,1016,21,366,342,189,37,47,14,15,4,2,0,0,0,0,0
G31605,Bockfließ,1057,845,820,25,244,266,142,70,39,25,14,9,11,0,0,0,0,0
G31606,Drasenhofen,885,671,654,17,102,348,110,13,32,20,24,4,1,0,0,0,0,0
G31608,Falkenstein,376,294,285,9,30,167,22,35,13,7,8,3,0,0,0,0,0,0
G31609,Fallbach,688,525,518,7,72,346,39,30,14,8,7,1,1,0,0,0,0,0
G31611,Gaubitsch,743,604,583,21,63,374,80,15,21,17,12,0,1,0,0,0,0,0
G31612,Gaweinstal,2997,2213,2168,45,617,783,440,127,86,63,32,11,9,0,0,0,0,0
G31613,Gnadendorf,938,738,724,14,133,381,105,41,27,22,11,2,2,0,0,0,0,0
G31614,Großebersdorf,1805,1388,1361,27,308,451,310,98,79,51,46,12,6,0,0,0,0,0
G31615,Großengersdorf,1147,936,914,22,333,315,163,54,12,16,13,5,3,0,0,0,0,0
G31616,Großharras,969,719,694,25,148,324,127,37,26,16,8,5,3,0,0,0,0,0
G31617,Großkrut,1320,1034,1007,27,259,402,217,40,39,20,19,6,5,0,0,0,0,0
G31620,Hausbrunn,699,560,552,8,256,136,107,14,15,6,6,9,3,0,0,0,0,0
G31621,Herrnbaumgarten,798,629,623,6,84,307,131,29,18,18,28,6,2,0,0,0,0,0
G31622,Hochleithen,931,732,723,9,210,258,133,36,33,31,16,3,3,0,0,0,0,0
G31627,Kreuttal,1189,913,889,24,253,283,143,78,50,37,28,9,8,0,0,0,0,0
G31628,Kreuzstetten,1265,929,906,23,234,277,176,103,55,31,17,4,9,0,0,0,0,0
G31629,Laa an der Thaya,5151,3781,3683,98,1114,1128,747,274,164,121,94,23,18,0,0,0,0,0
G31630,Ladendorf,1821,1371,1337,34,318,560,251,95,45,30,19,14,5,0,0,0,0,0
G31633,Mistelbach,9026,6546,6379,167,1649,2071,1146,650,278,321,165,53,46,0,0,0,0,0
G31634,Neudorf bei Staatz,1139,861,832,29,249,296,168,34,36,25,16,5,3,0,0,0,0,0
G31636,Niederleis,725,536,522,14,173,169,93,40,24,10,9,4,0,0,0,0,0,0
G31642,Pillichsdorf,922,742,723,19,165,277,98,84,27,31,23,10,8,0,0,0,0,0
G31644,Poysdorf,4434,3335,3256,79,694,1442,604,153,151,94,78,19,21,0,0,0,0,0
G31645,Rabensburg,925,639,619,20,300,66,164,12,39,12,15,4,7,0,0,0,0,0
G31646,Schrattenberg,683,519,497,22,89,269,78,10,21,7,18,1,4,0,0,0,0,0
G31649,Staatz,1676,1255,1221,34,354,477,218,61,51,24,21,10,5,0,0,0,0,0
G31650,Stronsdorf,1383,1105,1079,26,154,554,229,41,41,31,18,2,9,0,0,0,0,0
G31651,Ulrichskirchen-Schleinbach,2070,1600,1562,38,455,424,299,180,68,63,51,11,11,0,0,0,0,0
G31652,Unterstinkenbrunn,473,344,338,6,54,183,50,16,14,5,10,2,4,0,0,0,0,0
G31653,Wildendürnbach,1294,1001,978,23,149,522,174,37,45,24,20,3,4,0,0,0,0,0
G31654,Wilfersdorf,1726,1325,1290,35,393,440,261,71,42,46,24,5,8,0,0,0,0,0
G31655,Wolkersdorf im Weinviertel,5369,4123,4048,75,872,1325,650,676,142,209,101,38,35,0,0,0,0,0
G31658,Ottenthal,505,405,397,8,50,234,69,12,8,6,12,5,1,0,0,0,0,0
G31701,Achau,974,729,714,15,233,141,137,88,31,46,26,6,6,0,0,0,0,0
G31702,Biedermannsdorf,2259,1627,1589,38,349,438,255,234,88,128,70,11,16,0,0,0,0,0
G31703,Breitenfurt bei Wien,4678,3473,3417,56,780,864,573,485,197,320,131,39,28,0,0,0,0,0
G31704,Brunn am Gebirge,8504,6083,5983,100,1612,1338,1071,887,241,558,163,66,47,0,0,0,0,0
G31706,Gaaden,1245,924,909,15,177,251,150,133,44,93,49,6,6,0,0,0,0,0
G31707,Gießhübl,1621,1174,1164,10,206,372,120,196,52,155,50,2,11,0,0,0,0,0
G31709,Gumpoldskirchen,2848,2084,2054,30,464,558,292,367,89,187,69,13,15,0,0,0,0,0
G31710,Guntramsdorf,6861,5081,4994,87,1620,854,1084,611,282,322,136,41,44,0,0,0,0,0
G31711,Hennersdorf,1177,909,896,13,301,203,154,88,67,46,20,14,3,0,0,0,0,0
G31712,Hinterbrühl,2989,2102,2078,24,317,827,216,312,100,226,52,12,16,0,0,0,0,0
G31713,Kaltenleutgeben,2555,1892,1862,30,575,342,404,206,69,184,58,15,9,0,0,0,0,0
G31714,Laab im Walde,922,676,670,6,140,207,70,141,18,59,13,12,10,0,0,0,0,0
G31715,Laxenburg,2188,1488,1461,27,318,442,209,204,72,130,61,8,17,0,0,0,0,0
G31716,Maria Enzersdorf,6583,4471,4408,63,628,1452,589,810,192,521,149,32,35,0,0,0,0,0
G31717,Mödling,15175,10061,9891,170,2057,2635,1469,1783,455,1008,282,119,83,0,0,0,0,0
G31718,Münchendorf,2142,1590,1566,24,476,300,368,163,70,102,60,12,15,0,0,0,0,0
G31719,Perchtoldsdorf,11587,8121,7973,148,1440,2430,1140,1209,366,1008,240,67,73,0,0,0,0,0
G31723,Vösendorf,4912,3238,3196,42,1053,465,818,322,189,191,97,28,33,0,0,0,0,0
G31725,Wiener Neudorf,6977,4846,4765,81,1564,837,979,566,257,313,154,56,39,0,0,0,0,0
G31726,Wienerwald,2017,1525,1504,21,319,487,254,161,83,107,61,17,15,0,0,0,0,0
G31801,Altendorf,259,200,195,5,20,109,39,10,5,1,6,5,0,0,0,0,0,0
G31802,Aspang-Markt,1570,1169,1146,23,339,422,208,57,45,32,36,2,5,0,0,0,0,0
G31803,Aspangberg-St. Peter,1582,1149,1122,27,242,502,223,42,45,28,35,3,2,0,0,0,0,0
G31804,Breitenau,1174,931,914,17,381,183,197,45,41,33,27,5,2,0,0,0,0,0
G31805,Breitenstein,280,184,177,7,56,52,35,6,19,2,4,1,2,0,0,0,0,0
G31806,Buchbach,296,226,225,1,89,67,26,15,12,7,5,1,3,0,0,0,0,0
G31807,Edlitz,762,564,549,15,128,219,96,36,27,20,19,2,2,0,0,0,0,0
G31808,Enzenreith,1574,1142,1129,13,395,242,259,100,51,40,27,8,7,0,0,0,0,0
G31809,Feistritz am Wechsel,885,712,700,12,129,308,153,43,25,14,21,2,5,0,0,0,0,0
G31810,Gloggnitz,4736,3197,3124,73,1117,601,774,241,147,109,92,25,18,0,0,0,0,0
G31811,Grafenbach-St. Valentin,1783,1377,1341,36,515,278,313,80,54,46,37,10,8,0,0,0,0,0
G31812,Grimmenstein,1123,825,802,23,234,311,126,43,38,16,22,5,7,0,0,0,0,0
G31813,Grünbach am Schneeberg,1291,943,928,15,370,170,197,62,54,28,28,13,6,0,0,0,0,0
G31814,Kirchberg am Wechsel,1911,1474,1453,21,212,696,308,83,68,33,37,6,10,0,0,0,0,0
G31815,Mönichkirchen,530,372,364,8,78,162,69,12,20,6,10,2,5,0,0,0,0,0
G31817,Natschbach-Loipersbach,1399,1064,1042,22,256,368,201,88,46,33,41,5,4,0,0,0,0,0
G31818,Neunkirchen,9027,5923,5831,92,2197,1159,1272,523,275,199,119,46,41,0,0,0,0,0
G31820,Otterthal,464,370,365,5,111,122,72,19,23,6,11,1,0,0,0,0,0,0
G31821,Payerbach,1798,1282,1259,23,451,253,271,108,61,54,44,10,7,0,0,0,0,0
G31823,Pitten,2075,1465,1435,30,451,347,291,111,95,80,30,11,19,0,0,0,0,0
G31825,Prigglitz,389,298,295,3,69,111,64,17,14,10,10,0,0,0,0,0,0,0
G31826,Puchberg am Schneeberg,2227,1634,1601,33,564,449,285,87,99,49,44,10,14,0,0,0,0,0
G31827,Raach am Hochgebirge,239,183,178,5,26,112,18,5,5,6,4,1,1,0,0,0,0,0
G31829,Reichenau an der Rax,2119,1565,1529,36,472,374,336,116,101,53,53,11,13,0,0,0,0,0
G31830,St. Corona am Wechsel,307,222,217,5,13,127,53,11,7,4,2,0,0,0,0,0,0,0
G31831,St. Egyden am Steinfeld,1541,1112,1095,17,311,288,259,70,69,48,32,8,10,0,0,0,0,0
G31832,Scheiblingkirchen-Thernberg,1551,1188,1164,24,240,515,199,79,48,39,30,5,9,0,0,0,0,0
G31833,Schottwien,540,394,385,9,91,119,103,20,19,11,12,7,3,0,0,0,0,0
G31834,Schrattenbach,296,235,227,8,48,84,39,17,19,11,8,1,0,0,0,0,0,0
G31835,Schwarzau am Steinfeld,1454,1083,1064,19,416,225,228,65,42,39,30,5,14,0,0,0,0,0
G31836,Schwarzau im Gebirge,539,410,397,13,174,92,67,18,22,9,10,4,1,0,0,0,0,0
G31837,Seebenstein,1123,834,814,20,277,177,193,61,39,35,21,6,5,0,0,0,0,0
G31838,Semmering,468,279,274,5,74,86,67,15,14,8,6,1,3,0,0,0,0,0
G31839,Ternitz,11681,8396,8223,173,3721,1042,1959,596,369,222,193,67,54,0,0,0,0,0
G31840,Thomasberg,1022,800,771,29,183,314,162,31,41,20,14,4,2,0,0,0,0,0
G31841,Trattenbach,450,345,339,6,57,169,79,15,7,2,8,1,1,0,0,0,0,0
G31842,Bürg-Vöstenhof,142,123,116,7,27,42,24,8,8,3,4,0,0,0,0,0,0,0
G31843,Warth,1285,1020,986,34,218,454,157,68,29,31,25,2,2,0,0,0,0,0
G31844,Wartmannstetten,1344,1097,1077,20,241,444,169,73,54,49,36,3,8,0,0,0,0,0
G31845,Willendorf,768,578,564,14,159,130,128,65,44,13,18,4,3,0,0,0,0,0
G31846,Wimpassing im Schwarzatale,1268,902,882,20,462,84,202,66,29,14,10,14,1,0,0,0,0,0
G31847,Würflach,1294,1008,989,19,324,286,179,68,57,36,24,8,7,0,0,0,0,0
G31848,Zöbern,1180,939,920,19,152,453,140,45,45,16,57,3,9,0,0,0,0,0
G31849,Höflein an der Hohen Wand,759,584,578,6,221,99,122,61,27,24,18,2,4,0,0,0,0,0
G31901,Altlengbach,2233,1575,1538,37,404,394,351,119,108,70,60,16,16,0,0,0,0,0
G31902,Asperhofen,1678,1192,1162,30,185,429,285,94,76,43,35,5,10,0,0,0,0,0
G31903,Böheimkirchen,3923,2964,2886,78,803,869,524,303,147,110,83,16,31,0,0,0,0,0
G31904,Brand-Laaben,980,707,692,15,126,242,149,63,37,37,22,6,10,0,0,0,0,0
G31905,Eichgraben,3386,2393,2339,54,552,507,428,383,133,208,77,26,25,0,0,0,0,0
G31906,Frankenfels,1652,1336,1282,54,324,601,206,62,25,23,27,6,8,0,0,0,0,0
G31907,Gerersdorf,730,564,550,14,116,273,66,47,23,13,12,0,0,0,0,0,0,0
G31909,Hofstetten-Grünau,2110,1676,1625,51,340,712,279,128,72,50,25,9,10,0,0,0,0,0
G31910,Hafnerbach,1311,1037,1018,19,229,423,163,108,35,27,23,7,3,0,0,0,0,0
G31911,Haunoldstein,847,668,649,19,174,217,141,49,27,22,8,7,4,0,0,0,0,0
G31912,Herzogenburg,6051,4570,4470,100,1792,899,897,392,186,153,89,37,25,0,0,0,0,0
G31913,Inzersdorf-Getzersdorf,1203,960,945,15,252,289,218,73,49,28,26,6,4,0,0,0,0,0
G31915,Kapelln,1117,863,846,17,137,352,175,54,39,40,34,11,4,0,0,0,0,0
G31916,Karlstetten,1691,1313,1282,31,335,406,259,126,47,57,27,18,7,0,0,0,0,0
G31917,Kasten bei Böheimkirchen,1067,831,811,20,151,261,158,97,51,49,27,5,12,0,0,0,0,0
G31918,Kirchberg an der Pielach,2582,1999,1941,58,416,729,371,181,110,60,51,16,7,0,0,0,0,0
G31919,Kirchstetten,1674,1157,1129,28,284,348,208,114,63,54,37,13,8,0,0,0,0,0
G31920,Loich,495,374,366,8,103,157,49,17,22,4,10,1,3,0,0,0,0,0
G31921,Maria-Anzbach,2241,1600,1566,34,347,445,279,243,76,89,56,19,12,0,0,0,0,0
G31922,Markersdorf-Haindorf,1635,1228,1213,15,288,480,238,117,36,30,12,9,3,0,0,0,0,0
G31923,Michelbach,736,574,553,21,49,255,107,42,31,48,11,5,5,0,0,0,0,0
G31925,Neidling,1231,963,940,23,241,290,165,106,49,33,30,15,11,0,0,0,0,0
G31926,Neulengbach,6182,4244,4166,78,936,1149,797,526,236,312,134,41,35,0,0,0,0,0
G31927,Neustift-Innermanzing,1194,821,807,14,187,231,175,74,39,55,27,10,9,0,0,0,0,0
G31928,Nußdorf ob der Traisen,1420,1161,1126,35,314,382,221,80,56,31,29,6,7,0,0,0,0,0
G31929,Ober-Grafendorf,3654,2819,2752,67,992,685,493,239,106,132,66,18,21,0,0,0,0,0
G31930,Obritzberg-Rust,1824,1453,1415,38,295,589,232,97,78,63,41,14,6,0,0,0,0,0
G31932,Prinzersdorf,1269,990,967,23,286,300,146,120,22,40,34,5,14,0,0,0,0,0
G31934,Pyhra,2767,2073,2029,44,385,858,329,197,89,73,61,21,16,0,0,0,0,0
G31935,Rabenstein an der Pielach,2008,1581,1532,49,409,564,286,106,71,40,31,17,8,0,0,0,0,0
G31938,St. Margarethen an der Sierning,867,673,653,20,112,330,92,49,31,20,11,5,3,0,0,0,0,0
G31939,Schwarzenbach an der Pielach,327,270,262,8,65,124,45,3,13,6,5,0,1,0,0,0,0,0
G31940,Statzendorf,1079,864,848,16,315,227,149,60,35,24,24,7,7,0,0,0,0,0
G31941,Stössing,613,441,430,11,58,206,67,37,25,16,13,4,4,0,0,0,0,0
G31943,Traismauer,4526,3383,3288,95,1229,745,664,292,136,120,63,20,19,0,0,0,0,0
G31945,Weinburg,1087,892,874,18,373,194,160,48,43,22,25,2,7,0,0,0,0,0
G31946,Weißenkirchen an der Perschling,1069,812,791,21,103,358,162,50,61,28,20,5,4,0,0,0,0,0
G31947,Wilhelmsburg,5137,3684,3599,85,1291,755,780,342,164,107,93,34,33,0,0,0,0,0
G31948,Wölbling,1957,1495,1456,39,480,438,263,116,59,45,32,8,15,0,0,0,0,0
G32001,Gaming,2628,1896,1842,54,799,432,312,102,80,51,41,13,12,0,0,0,0,0
G32002,Göstling an der Ybbs,1713,1317,1289,28,372,503,198,76,62,27,37,8,6,0,0,0,0,0
G32003,Gresten,1606,1171,1132,39,326,361,174,125,46,39,41,10,10,0,0,0,0,0
G32004,Gresten-Land,1216,969,948,21,133,581,111,51,33,10,24,1,4,0,0,0,0,0
G32005,Lunz am See,1549,1168,1146,22,373,380,176,63,65,31,49,6,3,0,0,0,0,0
G32006,Oberndorf an der Melk,2405,1895,1842,53,202,1032,336,114,70,44,35,5,4,0,0,0,0,0
G32007,Puchenstuben,258,182,179,3,66,69,26,5,4,3,3,3,0,0,0,0,0,0
G32008,Purgstall an der Erlauf,4303,3172,3082,90,607,1260,575,284,158,79,88,18,13,0,0,0,0,0
G32009,Randegg,1554,1232,1197,35,157,672,171,90,43,30,19,4,11,0,0,0,0,0
G32010,Reinsberg,823,677,643,34,83,347,120,43,19,12,11,5,3,0,0,0,0,0
G32011,St. Anton an der Jeßnitz,1013,765,741,24,128,399,99,30,37,14,26,5,3,0,0,0,0,0
G32012,St. Georgen an der Leys,1099,859,819,40,91,453,184,31,20,4,24,5,7,0,0,0,0,0
G32013,Scheibbs,3507,2566,2484,82,621,906,324,330,99,96,72,18,18,0,0,0,0,0
G32014,Steinakirchen am Forst,1892,1482,1441,41,201,717,221,145,53,42,40,10,12,0,0,0,0,0
G32015,Wang,1050,845,820,25,127,409,161,48,29,19,18,3,6,0,0,0,0,0
G32016,Wieselburg,2937,2112,2074,38,771,426,414,233,73,65,66,6,20,0,0,0,0,0
G32017,Wieselburg-Land,2642,2034,1982,52,443,758,395,140,102,59,66,10,9,0,0,0,0,0
G32018,Wolfpassing,1186,948,940,8,115,473,161,96,32,24,36,2,1,0,0,0,0,0
G32101,Absdorf,1445,1098,1066,32,336,359,159,96,50,42,17,3,4,0,0,0,0,0
G32104,Atzenbrugg,2198,1649,1599,50,321,633,331,129,62,61,38,9,15,0,0,0,0,0
G32106,Fels am Wagram,1715,1282,1254,28,377,388,266,76,56,44,38,5,4,0,0,0,0,0
G32107,Grafenwörth,2504,1866,1820,46,543,588,354,116,85,68,44,10,12,0,0,0,0,0
G32109,Großriedenthal,810,647,629,18,142,309,94,27,21,18,14,4,0,0,0,0,0,0
G32110,Großweikersdorf,2522,1895,1836,59,463,612,423,150,79,51,42,6,10,0,0,0,0,0
G32112,Judenau-Baumgarten,1624,1256,1232,24,281,408,246,130,66,54,29,9,9,0,0,0,0,0
G32114,Kirchberg am Wagram,2800,2213,2175,38,567,775,370,199,89,88,62,15,10,0,0,0,0,0
G32115,Königsbrunn am Wagram,1066,813,791,22,249,279,120,44,39,31,21,5,3,0,0,0,0,0
G32116,Königstetten,1652,1219,1192,27,302,369,238,129,34,68,35,7,10,0,0,0,0,0
G32119,Langenrohr,1752,1363,1335,28,250,503,308,102,59,59,34,11,9,0,0,0,0,0
G32120,Michelhausen,2118,1556,1511,45,283,677,251,107,69,62,43,7,12,0,0,0,0,0
G32131,Sieghartskirchen,5611,4094,3980,114,921,1198,903,323,230,190,145,32,38,0,0,0,0,0
G32132,Sitzenberg-Reidling,1624,1289,1253,36,313,454,234,111,48,43,39,4,7,0,0,0,0,0
G32134,Tulbing,2359,1761,1730,31,412,566,316,173,68,97,68,17,13,0,0,0,0,0
G32135,Tulln an der Donau,11637,8194,8010,184,1932,2338,1450,1071,378,475,243,65,58,0,0,0,0,0
G32139,Würmla,1044,789,770,19,104,332,159,74,43,30,19,7,2,0,0,0,0,0
G32140,Zeiselmauer-Wolfpassing,1762,1261,1239,22,374,276,219,173,55,83,34,12,13,0,0,0,0,0
G32141,Zwentendorf an der Donau,3003,2220,2177,43,778,561,447,135,94,65,57,27,13,0,0,0,0,0
G32142,St. Andrä-Wördern,5886,4193,4122,71,1091,870,763,692,228,284,131,27,36,0,0,0,0,0
G32143,Muckendorf-Wipfing,1082,771,758,13,211,179,169,82,50,36,22,6,3,0,0,0,0,0
G32202,Dietmanns,967,659,639,20,270,93,187,24,35,14,7,6,3,0,0,0,0,0
G32203,Dobersberg,1405,1058,1020,38,142,541,190,51,43,24,21,4,4,0,0,0,0,0
G32206,Gastern,1079,791,769,22,177,336,135,31,60,12,10,6,2,0,0,0,0,0
G32207,Groß-Siegharts,2375,1607,1571,36,566,465,296,91,77,30,30,10,6,0,0,0,0,0
G32209,Karlstein an der Thaya,1278,938,904,34,186,401,171,49,48,20,23,3,3,0,0,0,0,0
G32210,Kautzen,1017,779,755,24,145,325,153,33,43,26,12,11,7,0,0,0,0,0
G32212,Ludweis-Aigen,819,579,557,22,112,303,69,36,13,10,5,2,7,0,0,0,0,0
G32214,Pfaffenschlag bei Waidhofen an der Thaya,789,602,585,17,89,272,146,29,22,15,10,2,0,0,0,0,0,0
G32216,Raabs an der Thaya,2391,1673,1622,51,290,844,247,86,72,37,35,4,7,0,0,0,0,0
G32217,Thaya,1200,863,846,17,155,402,182,43,33,15,10,3,3,0,0,0,0,0
G32219,Vitis,2205,1649,1584,65,389,731,209,90,84,34,38,4,5,0,0,0,0,0
G32220,Waidhofen an der Thaya,4799,3279,3185,94,633,1211,626,326,134,109,101,25,20,0,0,0,0,0
G32221,Waidhofen an der Thaya-Land,1015,737,720,17,108,338,141,49,36,19,25,1,3,0,0,0,0,0
G32222,Waldkirchen an der Thaya,488,373,369,4,72,201,54,14,15,6,3,4,0,0,0,0,0,0
G32223,Windigsteig,848,637,625,12,149,277,103,39,23,15,10,5,4,0,0,0,0,0
G32301,Bad Fischau-Brunn,2442,1750,1721,29,457,420,349,229,72,112,54,14,14,0,0,0,0,0
G32302,Bad Schönau,602,468,460,8,73,193,103,17,32,8,27,3,4,0,0,0,0,0
G32304,Ebenfurth,2094,1410,1377,33,645,162,324,92,65,48,25,11,5,0,0,0,0,0
G32305,Eggendorf,3536,2549,2512,37,936,343,770,125,160,95,56,16,11,0,0,0,0,0
G32306,Bad Erlach,2334,1735,1710,25,395,678,346,92,89,42,52,11,5,0,0,0,0,0
G32307,Felixdorf,3229,2308,2264,44,909,375,508,179,125,85,53,13,17,0,0,0,0,0
G32308,Gutenstein,1043,720,699,21,186,270,122,51,30,14,19,2,5,0,0,0,0,0
G32309,Hochneukirchen-Gschaidt,1388,1096,1075,21,148,586,207,39,43,25,15,7,5,0,0,0,0,0
G32310,Hochwolkersdorf,840,674,657,17,220,235,123,35,22,10,7,1,4,0,0,0,0,0
G32311,Hohe Wand,1134,852,827,25,170,318,157,74,52,22,22,9,3,0,0,0,0,0
G32312,Hollenthon,857,706,692,14,127,332,135,30,23,17,27,0,1,0,0,0,0,0
G32313,Katzelsdorf,2491,1920,1877,43,430,469,380,246,127,123,74,16,12,0,0,0,0,0
G32314,Kirchschlag in der Buckligen Welt,2361,1846,1785,61,260,880,340,95,75,57,59,9,10,0,0,0,0,0
G32315,Krumbach,1886,1494,1446,48,235,621,293,98,101,35,49,6,8,0,0,0,0,0
G32316,Lanzenkirchen,3032,2268,2220,48,706,535,550,154,103,81,52,18,21,0,0,0,0,0
G32317,Lichtenegg,871,701,673,28,50,396,108,48,34,18,10,1,8,0,0,0,0,0
G32318,Lichtenwörth,2227,1596,1573,23,516,313,394,142,95,55,42,8,8,0,0,0,0,0
G32319,Markt Piesting,2188,1627,1589,38,343,506,343,175,76,79,45,14,8,0,0,0,0,0
G32320,Matzendorf-Hölles,1566,1208,1185,23,312,374,268,60,90,31,32,7,11,0,0,0,0,0
G32321,Miesenbach,567,436,428,8,89,181,76,22,24,9,23,2,2,0,0,0,0,0
G32322,Muggendorf,402,332,316,16,60,130,61,18,19,8,12,6,2,0,0,0,0,0
G32323,Pernitz,1992,1431,1393,38,440,305,324,127,70,52,52,7,16,0,0,0,0,0
G32324,Rohr im Gebirge,383,296,287,9,56,108,57,17,23,12,11,2,1,0,0,0,0,0
G32325,Bromberg,985,810,783,27,130,367,147,50,35,29,20,2,3,0,0,0,0,0
G32326,Schwarzenbach,844,713,703,10,301,210,138,14,15,10,13,0,2,0,0,0,0,0
G32327,Sollenau,3693,2585,2550,35,1043,372,673,135,168,72,58,19,10,0,0,0,0,0
G32330,Theresienfeld,2199,1544,1521,23,539,206,424,125,102,63,34,14,14,0,0,0,0,0
G32331,Waidmannsfeld,1340,944,921,23,372,154,200,76,31,32,36,9,11,0,0,0,0,0
G32332,Waldegg,1466,1103,1077,26,359,314,200,78,35,30,50,7,4,0,0,0,0,0
G32333,Walpersbach,882,703,683,20,197,239,112,45,31,31,21,2,5,0,0,0,0,0
G32334,Weikersdorf am Steinfelde,858,705,683,22,109,256,192,35,41,17,22,9,2,0,0,0,0,0
G32335,Wiesmath,1279,1000,976,24,213,419,195,47,43,22,28,5,4,0,0,0,0,0
G32336,Winzendorf-Muthmannsdorf,1481,1054,1031,23,302,238,207,104,79,43,37,14,7,0,0,0,0,0
G32337,Wöllersdorf-Steinabrückl,3260,2363,2326,37,740,429,671,165,130,87,70,17,17,0,0,0,0,0
G32338,Zillingdorf,1571,1227,1201,26,456,237,290,85,55,32,33,5,8,0,0,0,0,0
G32401,Ebergassing,2686,1840,1818,22,773,248,441,142,98,58,28,13,17,0,0,0,0,0
G32402,Fischamend,3738,2494,2438,56,931,374,591,189,105,101,76,58,13,0,0,0,0,0
G32403,Gablitz,3652,2465,2420,45,586,624,441,312,132,229,58,18,20,0,0,0,0,0
G32404,Gerasdorf bei Wien,8122,5813,5747,66,1819,1015,1472,505,325,326,181,48,56,0,0,0,0,0
G32405,Gramatneusiedl,2092,1404,1376,28,507,246,317,119,71,51,42,13,10,0,0,0,0,0
G32406,Himberg,5317,3835,3775,60,1357,662,967,287,199,169,85,31,18,0,0,0,0,0
G32407,Klein-Neusiedl,654,463,460,3,240,62,84,27,18,12,8,8,1,0,0,0,0,0
G32408,Klosterneuburg,19812,13786,13577,209,2394,4210,1789,2274,563,1647,454,128,118,0,0,0,0,0
G32409,Lanzendorf,1300,940,916,24,353,121,248,56,54,48,22,3,11,0,0,0,0,0
G32410,Leopoldsdorf,3720,2688,2646,42,810,521,614,276,138,163,82,15,27,0,0,0,0,0
